Hole Depth (ft),True Vertical Depth (ft),Rate Of Penetration (ft/hr),Rotary RPM (rpm),Rotary Torque (ft-klbf),Weight on Bit (klb),Differential Pressure (psi),Inclination (deg),Gamma (API),Bit Size (In),Mud Weight (Lb/galUS)
13832,9957.25,89.8,57.2,20.8,14.8,178.15,87.8,-999.25,8.5,9.4
13833,9957.29,91.5,56.9,19.7,15.4,181.04,87.8,-999.25,8.5,9.4
13834,9957.33,91.1,57.2,19.4,14.2,169.63,87.8,-999.25,8.5,9.4
13835,9957.37,91.4,57.6,19.3,13,148.3,87.8,-999.25,8.5,9.4
13836,9957.41,91.4,57.4,19,11.6,147.63,87.8,-999.25,8.5,9.4
13837,9957.45,86.9,57.9,19,17.8,123.79,87.8,-999.25,8.5,9.4
13838,9957.48,70.9,57.9,18.1,18.5,91.31,87.8,-999.25,8.5,9.4
13839,9957.52,92.6,57.9,18.8,12.4,95.78,87.8,-999.25,8.5,9.4
13840,9957.56,93.6,57.5,19.5,11.1,118.3,87.8,-999.25,8.5,9.4
13841,9957.6,92.4,57.9,18.4,12.9,111.75,87.8,-999.25,8.5,9.4
13842,9957.64,92.2,57.2,19.2,14.1,111.53,87.8,-999.25,8.5,9.4
13843,9957.68,91.1,58,19,14.6,141.26,87.8,-999.25,8.5,9.4
13844,9957.71,91.2,57.2,19.6,13.9,159.2,87.8,-999.25,8.5,9.4
13845,9957.75,90,57.2,19.7,13.4,154.71,87.8,-999.25,8.5,9.4
13846,9957.79,91,57.4,19.3,15.4,151.46,87.8,-999.25,8.5,9.4
13847,9957.83,89.6,57.3,19.6,15.2,175.94,87.8,-999.25,8.5,9.4
13848,9957.87,91.9,57.4,18.7,15.6,172.48,87.8,-999.25,8.5,9.4
13849,9957.91,90.7,57.4,19.9,14.8,178.79,87.8,-999.25,8.5,9.4
13850,9957.95,89.2,56.9,19.1,13.5,201.03,87.8,-999.25,8.5,9.4
13851,9957.98,90,57.2,20,15.6,178.13,87.8,-999.25,8.5,9.4
13852,9958.02,93,57.1,19.4,17.7,171.55,87.8,-999.25,8.5,9.4
13853,9958.06,93.6,56.9,20.1,18.6,193.84,87.8,-999.25,8.5,9.4
13854,9958.1,93.9,56.8,20.1,18.1,206.16,87.8,-999.25,8.5,9.4
13855,9958.16,92.6,56.1,21.1,16.6,249.59,87.8,-999.25,8.5,9.4
13856,9958.18,90.4,56.5,21.3,16.5,215.73,87.8,-999.25,8.5,9.4
13857,9958.21,91.7,56.9,20,18.6,211.83,87.8,-999.25,8.5,9.4
13858,9958.25,94,57.4,19.5,18.9,195.61,87.8,-999.25,8.5,9.4
13859,9958.29,92.8,56.6,20.4,17.5,209.65,87.8,-999.25,8.5,9.4
13860,9958.33,90.5,56.9,20.4,17.1,218.9,87.8,-999.25,8.5,9.4
13861,9958.37,86.9,57,19.7,18.4,179.2,87.8,-999.25,8.5,9.4
13862,9958.41,76.6,58.4,16.9,4.2,-603.75,87.8,-999.25,8.5,9.4
13863,9958.45,87.4,57.7,18.8,-4.8,-604.22,87.8,-999.25,8.5,9.4
13864,9958.48,80.8,58,17.7,0.1,-221.17,87.8,-999.25,8.5,9.4
13865,9958.52,92.1,57.7,19.1,8,71.24,87.8,-999.25,8.5,9.4
13866,9958.56,92.9,57.4,18.6,12.3,153.77,87.8,-999.25,8.5,9.4
13867,9958.6,90.9,57.5,19.2,14.6,187.58,87.8,-999.25,8.5,9.4
13868,9958.64,90.2,57.1,19.9,15.7,203.52,87.8,-999.25,8.5,9.4
13869,9958.67,85.4,56.7,20.2,18.6,235.46,87.8,-999.25,8.5,9.4
13870,9958.72,82.8,56.9,20.2,19.6,215.63,87.8,-999.25,8.5,9.4
13871,9958.75,82,56.6,20.5,15.9,209.94,87.8,-999.25,8.5,9.4
13872,9958.79,90,57.4,19.3,16.2,228.28,87.8,-999.25,8.5,9.4
13873,9958.83,91,57.2,19.5,17.5,232.47,87.8,-999.25,8.5,9.4
13874,9958.87,89.9,56.4,20.8,17.5,276.27,87.8,-999.25,8.5,9.4
13875,9958.9,88.4,56.7,20.4,18.1,259.16,87.8,-999.25,8.5,9.4
13876,9958.94,90,56.9,20.7,19.3,248.23,87.8,-999.25,8.5,9.4
13877,9958.98,86.8,56.9,20.3,19,270.81,87.8,-999.25,8.5,9.4
13878,9959.02,87.1,57.3,20,19.5,269.23,87.8,-999.25,8.5,9.4
13879,9959.06,79,56.9,19.6,19.2,270.25,87.8,-999.25,8.5,9.4
13880,9959.1,78.5,57.3,19.3,19.5,267.02,87.8,-999.25,8.5,9.4
13881,9959.14,84.8,56.9,20,19.6,264.76,87.8,-999.25,8.5,9.4
13882,9959.17,82.6,57.2,20.3,19.2,275.83,87.8,-999.25,8.5,9.4
13883,9959.21,84.1,57,20.1,19.4,288.3,87.8,-999.25,8.5,9.4
13884,9959.25,81.6,57.1,19.7,19.4,288.94,87.8,-999.25,8.5,9.4
13885,9959.29,83.4,57.5,18.7,19.5,286.04,87.8,-999.25,8.5,9.4
13886,9959.33,86.7,57.2,18.6,19.4,291.73,87.8,-999.25,8.5,9.4
13887,9959.37,84.5,56.8,19.1,19.4,279.84,87.8,-999.25,8.5,9.4
13888,9959.41,90.5,57.2,20.1,19.4,273.58,87.8,-999.25,8.5,9.4
13889,9959.44,86.3,57.1,19.4,19.6,305.9,87.8,364,8.5,9.4
13890,9959.48,78.3,58,18.6,17.9,254.98,87.8,522,8.5,9.4
13891,9959.52,88.6,58.5,17.2,16.3,172.24,87.8,522,8.5,9.4
13892,9959.56,89.7,57.9,19.7,20.1,288.58,87.8,484,8.5,9.4
13893,9959.6,71.4,57.8,18.8,20,312.8,87.8,485,8.5,9.4
13894,9959.63,60.7,57.6,17.8,18.3,230.95,87.8,524,8.5,9.4
13895,9959.67,81.4,57.2,19,15.9,91.22,87.8,522,8.5,9.4
13896,9959.71,89.7,57.3,19.8,19.6,210.71,87.8,439,8.5,9.4
13897,9959.75,79.9,56.9,20.1,18.1,239.66,87.8,446,8.5,9.4
13898,9959.79,87.8,57.4,19.8,17.9,195.07,87.8,452,8.5,9.4
13899,9959.83,87.9,56.7,20.2,19.8,246.17,87.8,452,8.5,9.4
13900,9959.87,60.2,57.1,20.6,20.1,223.65,87.8,343,8.5,9.4
13901,9959.9,41.5,58.3,17.9,23.3,150.52,87.8,310,8.5,9.4
13902,9959.94,70.6,57.9,18.3,18.5,153.78,87.8,312,8.5,9.4
13903,9959.98,86.7,57.4,19.6,18.1,217.97,87.8,326,8.5,9.4
13904,9960.02,86.8,57,20.3,19.5,291.67,87.8,308,8.5,9.4
13905,9960.06,80.9,56.8,19.8,19.4,322.6,87.8,-6,8.5,9.4
13906,9960.1,76,56.7,20.5,19.2,313.94,87.8,-999.25,8.5,9.4
13907,9960.13,75.4,56.7,20.8,19.3,306.81,87.8,-999.25,8.5,9.4
13908,9960.17,82.4,56.7,20.8,19.3,335.25,87.8,-999.25,8.5,9.4
13909,9960.21,73.9,56.8,19.8,19.4,323.51,87.8,-999.25,8.5,9.4
13910,9960.25,73.7,56.6,20.5,19.5,328.63,87.8,-999.25,8.5,9.4
13911,9960.29,73.8,57,20.6,19.7,330.22,87.8,-999.25,8.5,9.4
13912,9960.33,76.7,57.3,19.6,19.7,346.32,87.8,-999.25,8.5,9.4
13913,9960.37,76.7,57,20,19.4,339.34,87.8,-999.25,8.5,9.4
13914,9960.4,76,57,19.8,19.5,345.54,87.8,-999.25,8.5,9.4
13915,9960.44,78.5,57.2,19.9,19.2,370.23,87.8,-999.25,8.5,9.4
13916,9960.48,75.3,57.1,19.9,19.8,362.28,87.8,-999.25,8.5,9.4
13917,9960.52,76.5,57,19.9,19.7,369.85,87.8,-999.25,8.5,9.4
13918,9960.56,78.7,57.3,19.3,19.7,373.93,87.8,-999.25,8.5,9.4
13919,9960.59,71.8,57.3,19.1,19.6,384.47,87.8,-999.25,8.5,9.4
13920,9960.63,71,57.3,20.1,19.6,384.88,87.8,-999.25,8.5,9.4
13921,9960.67,70.8,57,19.2,19.8,395.18,87.8,-999.25,8.5,9.4
13922,9960.71,73.4,56.8,20.1,19.2,406.52,87.8,-999.25,8.5,9.4
13923,9960.75,79.8,57.1,20.2,19.8,433.45,87.8,-999.25,8.5,9.4
13924,9960.79,66.4,57.2,19.6,19.7,410.55,87.8,-999.25,8.5,9.4
13925,9960.82,63.3,57.1,19.3,19.6,385.66,87.8,-999.25,8.5,9.4
13926,9960.86,62,57.7,19.8,19.9,396.85,87.8,-999.25,8.5,9.4
13927,9960.9,62.5,57.4,19.1,19.7,388.37,87.8,-999.25,8.5,9.4
13928,9960.94,71.8,57.3,19.9,19.5,418.64,87.8,-999.25,8.5,9.4
13929,9960.98,71.3,56.9,19.8,19.7,413.05,87.8,-999.25,8.5,9.4
13930,9961.02,73.8,56.7,20.3,19.3,445.95,87.8,-999.25,8.5,9.4
13931,9961.05,74.4,57.7,19.3,19.8,425.85,87.8,-999.25,8.5,9.4
13932,9961.09,53.7,58.4,18.5,23.1,366.59,87.8,-999.25,8.5,9.4
13933,9961.13,44.5,58.2,18.1,23.1,310.03,87.8,-999.25,8.5,9.4
13934,9961.17,90.3,57.3,18.8,19.8,406.55,87.8,-999.25,8.5,9.4
13935,9961.21,92.3,57,20.5,20.7,433.79,87.8,-999.25,8.5,9.4
13936,9961.25,85.2,56.9,20.6,19.5,508,87.8,-999.25,8.5,9.4
13937,9961.29,77.9,57.1,19.6,19.4,526.1,87.8,-999.25,8.5,9.4
13938,9961.32,72.3,56.9,20.1,19.9,503.89,87.8,-999.25,8.5,9.4
13939,9961.36,67,57.1,18.9,19.7,498.84,87.8,-999.25,8.5,9.4
13940,9961.4,69.8,56.6,20.6,19.8,508.09,87.8,-999.25,8.5,9.4
13941,9961.44,56.2,57.4,20,19.8,486.92,87.8,-999.25,8.5,9.4
13942,9961.5,75.6,55.9,20.5,21.9,483.24,87.8,-999.25,8.5,9.4
13943,9961.52,70.5,57.3,19.8,21.9,510,87.8,-999.25,8.5,9.4
13944,9961.55,66.3,57.3,19.3,21.8,518.74,87.8,-999.25,8.5,9.4
13945,9961.59,61.2,57.2,20.1,21.8,510.83,87.8,-999.25,8.5,9.4
13946,9961.63,59.2,58.2,18.9,22.3,478.67,87.8,-999.25,8.5,9.4
13947,9961.67,59.8,57.3,19.4,22.9,495.42,87.8,-999.25,8.5,9.4
13948,9961.71,62.8,57.3,20.2,22.7,514.89,87.8,-999.25,8.5,9.4
13949,9961.75,65.4,57.3,19.5,22.8,533.95,87.8,-999.25,8.5,9.4
13950,9961.79,63.5,57.4,19.7,22.8,531.69,87.8,-999.25,8.5,9.4
13951,9961.82,59.2,57.5,19.3,22.8,527.52,87.8,-999.25,8.5,9.4
13952,9961.86,57.4,57,19.9,22.7,520.23,87.8,-999.25,8.5,9.4
13953,9961.9,63,56.9,20.4,22.8,539.79,87.8,-999.25,8.5,9.4
13954,9961.94,65.3,57,19.5,22.8,555.03,87.8,-999.25,8.5,9.4
13955,9961.98,59.3,56.9,20.3,22.7,556.2,87.8,-999.25,8.5,9.4
13956,9962.01,57.8,57,20.7,11.1,429.17,87.8,-999.25,8.5,9.4
13957,9962.05,67.7,52.2,19.2,1.8,361.27,87.8,-999.25,8.5,9.4
13958,9962.09,64.8,58.2,17.6,4,175.29,87.8,-999.25,8.5,9.4
13959,9962.13,69.3,57.6,18.9,7.5,223.57,87.8,-999.25,8.5,9.4
13960,9962.17,63.8,56.8,20.3,6,276.34,87.8,-999.25,8.5,9.4
13961,9962.21,64.7,57.2,20,7.3,278.77,87.8,-999.25,8.5,9.4
13962,9962.25,66.6,57.3,19.7,10.6,273.43,87.8,-999.25,8.5,9.4
13963,9962.28,66.2,57,20.1,11.2,309.44,87.8,-999.25,8.5,9.4
13964,9962.32,62.7,57,19.6,15.7,320.02,87.8,-999.25,8.5,9.4
13965,9962.36,64.9,57.3,19.4,10.9,347.49,87.8,-999.25,8.5,9.4
13966,9962.4,65.3,57.5,19.2,10.2,365.32,87.8,-999.25,8.5,9.4
13967,9962.44,70,57.8,19.6,12,392.81,87.8,-999.25,8.5,9.4
13968,9962.47,84.5,57.9,19.7,15.1,462.37,87.8,-999.25,8.5,9.4
13969,9962.51,89.9,56.3,20.5,17.6,494.72,87.8,-999.25,8.5,9.4
13970,9962.55,82.7,56.8,19.6,17.7,523.21,87.8,-999.25,8.5,9.4
13971,9962.59,84.2,56.8,20.5,18.3,507.33,87.8,-999.25,8.5,9.4
13972,9962.63,83.6,56.5,20.4,16.1,524.27,87.8,-999.25,8.5,9.4
13973,9962.67,84.2,56.7,19.9,18.1,515.19,87.8,-999.25,8.5,9.4
13974,9962.71,82.3,56.8,19.8,19,521.27,87.8,-999.25,8.5,9.4
13975,9962.74,81.2,56.8,20.4,17.9,547.5,87.8,-999.25,8.5,9.4
13976,9962.78,84.6,56.7,19.9,15.9,551.96,87.8,-999.25,8.5,9.4
13977,9962.82,85.8,56.5,20.8,14.9,521.12,87.8,-999.25,8.5,9.4
13978,9962.86,85.5,56.4,20.7,15.9,510.05,87.8,-999.25,8.5,9.4
13979,9962.9,79.8,57.1,20.4,12.8,519.1,87.8,-999.25,8.5,9.4
13980,9962.94,60.5,57.4,19.5,7.4,456.96,87.8,-999.25,8.5,9.4
13981,9962.97,56.4,58.2,18.3,6.3,416.98,87.8,-999.25,8.5,9.4
13982,9963.01,59.1,58.3,17.7,6.2,408.52,87.8,-999.25,8.5,9.4
13983,9963.05,59.2,57.4,19.5,6,379.18,87.8,-999.25,8.5,9.4
13984,9963.09,60,57.2,19,7,372.93,87.8,-999.25,8.5,9.4
13985,9963.13,60.2,57.1,17.9,7.1,389.82,87.8,-999.25,8.5,9.4
13986,9963.17,59.8,57.5,17.9,6.9,427.69,87.8,-999.25,8.5,9.4
13987,9963.21,59.7,57.8,18.4,5.4,376.48,87.8,-999.25,8.5,9.4
13988,9963.24,61.7,58,18.6,6.2,323.77,87.8,-999.25,8.5,9.4
13989,9963.28,65.5,57.7,19.3,11.6,298.4,87.8,-999.25,8.5,9.4
13990,9963.32,64.4,58.2,18.2,11.2,359.85,87.8,-999.25,8.5,9.4
13991,9963.36,64.1,57.9,18.7,11.1,389.23,87.8,-999.25,8.5,9.4
13992,9963.4,64.1,58,19.3,11.1,417.07,87.8,-999.25,8.5,9.4
13993,9963.44,64.2,57.2,18.5,11,427.09,87.8,-999.25,8.5,9.4
13994,9963.47,63.8,58.3,17.7,11.9,435.17,87.8,-999.25,8.5,9.4
13995,9963.51,63.7,57.6,19.5,18.4,508.75,87.8,-999.25,8.5,9.4
13996,9963.55,61.6,57.7,19.7,18.6,562.07,87.8,-999.25,8.5,9.4
13997,9963.59,60.1,57.6,19.7,10.1,580.12,87.8,-999.25,8.5,9.4
13998,9963.63,64.4,58,18.9,11.1,554.65,87.8,-999.25,8.5,9.4
13999,9963.67,64.6,58.4,18.7,11.5,549.13,87.8,-999.25,8.5,9.4
14000,9963.7,64.3,57.4,19.2,13.5,548.63,87.8,-999.25,8.5,9.4
14001,9963.74,64.2,57.4,19.6,13.7,572.41,87.8,26,8.5,9.4
14002,9963.78,63.4,57.8,18.3,13.8,586.6,87.8,26,8.5,9.4
14003,9963.82,63.8,57.1,19.4,14.8,578.56,87.8,26,8.5,9.4
14004,9963.86,62.7,58.8,18.3,15,588.18,87.8,26,8.5,9.4
14005,9963.9,61.7,58.5,18.8,16.2,580.62,87.8,26,8.5,9.4
14006,9963.93,59.5,58.3,18.9,15.3,595.64,87.8,26,8.5,9.4
14007,9963.97,59.7,58.2,18.1,14.1,588.55,87.8,26,8.5,9.4
14008,9964.01,58.2,58.7,18.4,13.5,596.13,87.8,26,8.5,9.4
14009,9964.05,59.1,58.9,17.8,15,580.06,87.8,26,8.5,9.4
14010,9964.09,58.1,58.7,18.8,14.8,606.03,87.8,26,8.5,9.4
14011,9964.13,55.6,58.2,19,14.3,593.05,87.8,26,8.5,9.4
14012,9964.18,55,58.8,16,13.4,570.06,87.8,26,8.5,9.4
14013,9964.2,55.6,58.2,17.3,14.9,598.54,87.8,18,8.5,9.4
14014,9964.24,58.9,57.6,19.4,15.7,595.47,87.8,18,8.5,9.4
14015,9964.28,57.7,58.4,18.3,16.2,595.1,87.8,18,8.5,9.4
14016,9964.32,56,58,18.9,16,604.75,87.8,19,8.5,9.4
14017,9964.36,68.3,58.4,16.9,15.4,252.88,87.8,18,8.5,9.4
14018,9964.4,87.6,58,18.7,19.2,317.39,87.8,21,8.5,9.4
14019,9964.43,72.4,58.2,18.2,19.7,364.03,87.8,21,8.5,9.4
14020,9964.47,66.5,57.7,18.6,20.6,348.93,87.8,26,8.5,9.4
14021,9964.51,67.5,57.5,19,20.5,352.66,87.8,25,8.5,9.4
14022,9964.55,71.1,57.4,19.3,20.3,362.47,87.8,27,8.5,9.4
14023,9964.59,68.9,57.9,18.6,20,366.48,87.8,28,8.5,9.4
14024,9964.63,69.4,57.4,19.2,19.1,370.88,87.8,31,8.5,9.4
14025,9964.66,68.6,57.6,17.8,19.8,363.83,87.8,32,8.5,9.4
14026,9964.7,64.4,57.7,18.7,21.1,355.69,87.8,40,8.5,9.4
14027,9964.74,60.8,58,17.9,20.2,336,87.8,38,8.5,9.4
14028,9964.78,69.2,57.5,18.8,18.5,371.46,87.8,40,8.5,9.4
14029,9964.82,71,57.6,18.3,17.7,372.64,87.8,41,8.5,9.4
14030,9964.86,73.4,57.8,17.6,18,361.49,87.8,43,8.5,9.4
14031,9964.89,73.2,57.6,17.4,18.6,376.75,87.8,44,8.5,9.4
14032,9964.93,74,57.5,19.2,19.7,380.46,87.8,39,8.5,9.4
14033,9964.97,72.2,58,18.7,19.4,409.3,87.8,40,8.5,9.4
14034,9965.01,71.9,58.1,18.2,19.3,422.45,87.8,45,8.5,9.4
14035,9965.05,72.9,57.9,18.2,20.6,411.33,87.8,50,8.5,9.4
14036,9965.09,68.2,57.4,18.1,21,413.77,87.8,39,8.5,9.4
14037,9965.13,71.5,57.6,18,20.2,411.55,87.8,38,8.5,9.4
14038,9965.16,74.1,57.8,17.9,19.8,432.7,87.8,38,8.5,9.4
14039,9965.2,72.6,57,20,20.4,427.93,87.8,32,8.5,9.4
14040,9965.24,71.9,57.5,18,20.8,453.48,87.8,30,8.5,9.4
14041,9965.28,69.9,57.6,18.7,20.8,450.35,87.8,35,8.5,9.4
14042,9965.32,71.3,58,18.4,20.9,450.7,87.8,41,8.5,9.4
14043,9965.35,70.7,57.8,18.4,20.6,454.46,87.8,38,8.5,9.4
14044,9965.39,73,57.9,18,20.7,455.86,87.8,38,8.5,9.4
14045,9965.43,76,57.4,18.5,19.9,467.26,87.8,40,8.5,9.4
14046,9965.47,76.1,57.9,18.3,19.4,463.73,87.8,37,8.5,9.4
14047,9965.51,76.6,58.2,16.9,18.4,436.92,87.8,35,8.5,9.4
14048,9965.55,76.3,57.9,17.5,18.5,439.17,87.8,32,8.5,9.4
14049,9965.58,78.9,58.2,18.4,19.5,460.67,87.8,34,8.5,9.4
14050,9965.62,82.7,57.7,17.7,21.7,503.17,87.8,40,8.5,9.4
14051,9953.82,80.5,57.6,19.4,14.6,452.89,91.2,40,8.5,9.4
14052,9947.61,146.7,57.6,19.4,16.1,497.89,93,45,8.5,9.4
14053,9947.53,74.6,59.8,9.1,13.2,507.21,93,45,8.5,9.4
14054,9947.51,78.1,57.6,17.8,13.7,479.08,93,37,8.5,9.4
14055,9947.46,121.1,57.3,19.6,15.7,508.72,93,31,8.5,9.4
14056,9947.4,119.7,57.3,19.6,16.3,553.5,93,31,8.5,9.4
14057,9947.35,113.2,57,19.5,16.5,563.42,93,33,8.5,9.4
14058,9947.3,98.1,57.4,18.5,18.8,553.93,93,35,8.5,9.4
14059,9947.24,105.4,57.5,18.7,19.7,555.19,93,38,8.5,9.4
14060,9947.2,86.5,58.5,18.1,16.2,580.21,93,40,8.5,9.4
14061,9947.14,121.8,57.9,17.6,14.9,598.01,93,51,8.5,9.4
14062,9947.1,106.9,57.7,15.9,11.9,542.4,93,50,8.5,9.4
14063,9947.04,327.1,38.6,0,8.2,57.35,93,50,8.5,9.4
14064,9946.98,495.1,53.4,3,27.6,77.49,93,50,8.5,9.4
14065,9946.92,108.3,46.6,6.1,37.1,148.62,93,50,8.5,9.4
14066,9946.88,15,28.2,4.5,33.9,217.54,93,57,8.5,9.4
14067,9946.83,21.2,45.4,3.4,32.7,248.94,93,53,8.5,9.4
14068,9946.77,19.5,45.6,4,36.1,263.84,93,44,8.5,9.4
14069,9946.7,17,62.1,6.2,43.2,320.1,93,45,8.5,9.4
14070,9946.67,15.3,45.7,3.3,44.6,315.98,93,37,8.5,9.4
14071,9946.61,10,46.6,3.1,44.9,378.47,93,32,8.5,9.4
14072,9946.56,8.1,46.1,3.3,44.9,417.95,93,30,8.5,9.4
14073,9946.52,6.1,45.3,3.3,45.4,423.26,93,29,8.5,9.4
14074,9946.46,12.3,46.3,3.7,53.7,477.28,93,240,8.5,9.4
14075,9946.41,13.4,45.8,3.3,61.2,492.37,93,29,8.5,9.4
14076,9946.35,8.8,46.1,3.4,64.9,496.86,93,19,8.5,9.4
14077,9946.3,6.1,53.2,3.8,64.9,513.3,93,18,8.5,9.4
14078,9946.25,8,58.7,3.9,64.8,534.53,93,10,8.5,9.4
14079,9946.19,11.9,58.6,3.6,63.2,595.01,93,17,8.5,9.4
14080,9946.15,10,59.5,4.8,58.4,570.51,93,13,8.5,9.4
14081,9946.09,16.6,59.5,3.3,59.3,524.48,93,18,8.5,9.4
14082,9946.04,17.2,59.4,4.1,61.2,525.13,93,22,8.5,9.4
14083,9945.99,17.2,58.7,4.5,62.2,501.45,93,31,8.5,9.4
14084,9945.94,17.2,57.8,3.5,62.8,511.39,93,15,8.5,9.4
14085,9945.88,17.2,57.9,4.3,62,509.77,93,15,8.5,9.4
14086,9945.83,17.2,59.6,3.9,61,507.47,93,18,8.5,9.4
14087,9945.78,17.2,59.6,4,60.5,484.37,93,18,8.5,9.4
14088,9945.73,17.2,59.8,4.5,60.1,473.59,93,18,8.5,9.4
14089,9945.67,16.3,58.5,4,63,450.47,93,18,8.5,9.4
14090,9945.62,12.2,59.2,4.6,64.7,444.34,93,173,8.5,9.4
14091,9945.57,16.4,60.1,4.3,62.3,459.38,93,38,8.5,9.4
14092,9945.52,17.1,59.1,5,57,456.21,93,18,8.5,9.4
14093,9945.47,17.1,59,4.2,58.1,433.78,93,16,8.5,9.4
14094,9945.41,17.1,59.4,4.3,58.2,412.06,93,15,8.5,9.4
14095,9945.36,17.1,59.3,4.3,58.7,385.25,93,424,8.5,9.4
14096,9945.31,17.2,59.3,4.2,59.3,389.32,93,20,8.5,9.4
14097,9945.26,17.1,58.8,4.9,58.6,364.98,93,21,8.5,9.4
14098,9945.2,17.2,59.5,4,59.7,372.21,93,238,8.5,9.4
14099,9945.13,17.3,65.8,11.8,61.1,400.89,93,15,8.5,9.4
14100,9945.1,17.5,58.4,4.3,61.1,407.58,93,15,8.5,9.4
14101,9945.02,18.8,81.1,9.7,60.9,390.78,93,13,8.5,9.4
14102,9945,18.7,59.2,4.4,61.9,354.63,93,10,8.5,9.4
14103,9944.94,17.7,59.7,4.9,64.6,373.57,93,13,8.5,9.4
14104,9944.89,15.5,58.8,4.5,64.7,403.77,93,16,8.5,9.4
14105,9944.84,17.2,58.4,4.3,64.5,393.95,93,15,8.5,9.4
14106,9944.79,16.4,60.4,4.8,64.8,374.05,93,7,8.5,9.4
14107,9944.73,15.9,59.1,4.9,64.8,380.72,93,13,8.5,9.4
14108,9944.69,11.3,58.4,4.7,64.6,390.91,93,18,8.5,9.4
14109,9944.63,16.6,59.4,4.2,63.6,362.71,93,16,8.5,9.4
14110,9944.55,17.7,3.4,0,64,394.97,93,12,8.5,9.4
14111,9944.52,18.1,57.6,4.8,63.9,376.69,93,13,8.5,9.4
14112,9944.47,18.2,58.8,4.4,63.9,360.1,93,26,8.5,9.4
14113,9944.42,15.4,58.8,4.8,64.8,377.77,93,21,8.5,9.4
14114,9944.36,15.7,58.9,4.1,64.8,366.36,93,20,8.5,9.4
14115,9944.32,14.5,58.2,4.9,64.2,381.15,93,18,8.5,9.4
14116,9944.27,20.7,55.3,9.5,44.8,352.12,93,20,8.5,9.4
14117,9944.21,51.7,50,17,16.1,260.73,93,22,8.5,9.4
14118,9944.16,48.8,50,16.8,15,191.98,93,21,8.5,9.4
14119,9944.1,49.1,49.9,16.9,15.1,176.91,93,23,8.5,9.4
14120,9944.05,49,49.9,16.7,15.2,189.9,93,22,8.5,9.4
14121,9944,34.7,49.8,15.9,17.6,131.83,93,26,8.5,9.4
14122,9943.95,34.1,50,15.6,17.4,125.86,93,25,8.5,9.4
14123,9943.9,43.3,50,16.3,14.3,161.22,93,26,8.5,9.4
14124,9943.84,49.2,50,16.5,14,196.38,93,25,8.5,9.4
14125,9943.79,51.9,49.9,17.1,14.8,206.18,93,26,8.5,9.4
14126,9943.71,58,49.5,20.9,17.3,216.5,93,31,8.5,9.4
14127,9943.69,57.6,49.7,17.6,16.9,216.58,93,24,8.5,9.4
14128,9943.63,56.8,49.6,18,17.1,233.7,93,34,8.5,9.4
14129,9943.58,55.8,49.5,17.2,17.1,244.91,93,38,8.5,9.4
14130,9943.53,54.9,49.8,17.3,17.3,244.44,93,40,8.5,9.4
14131,9943.45,57.2,50.8,16.1,16.3,177.84,93,44,8.5,9.4
14132,9943.42,58.3,49.9,16.8,16.1,243.24,93,45,8.5,9.4
14133,9943.37,59.1,50,16.6,15.7,246.15,93,46,8.5,9.4
14134,9943.32,59,49.8,17.1,15.6,244.01,93,38,8.5,9.4
14135,9943.27,58.7,49.9,17.3,16.3,243.57,93,35,8.5,9.4
14136,9943.22,57.8,49.5,17.4,16.6,249.3,93,40,8.5,9.4
14137,9943.16,57.8,49.8,17.5,16,244.6,93,35,8.5,9.4
14138,9943.11,58.5,49.8,17,15.1,233.64,93,35,8.5,9.4
14139,9943.06,58.8,49.8,17.4,15.2,287.57,93,32,8.5,9.4
14140,9943.01,58.4,49.8,17.1,15.8,283.11,93,35,8.5,9.4
14141,9942.95,57.5,49.6,17.1,16.1,267.81,93,41,8.5,9.4
14142,9942.9,57.3,49.8,17.8,15,278.07,93,36,8.5,9.4
14143,9942.85,58.5,49.8,17.3,14.1,270.24,93,38,8.5,9.4
14144,9942.8,57.2,49.6,17.4,15.2,243,93,37,8.5,9.4
14145,9942.72,34.4,63.7,16.4,2.7,61.26,93,38,8.5,9.4
14146,9942.69,35.4,63.4,15.9,5.1,73.11,93,40,8.5,9.4
14147,9942.64,54.3,63.3,15.8,8.2,141.41,92,40,8.5,9.4
14148,9945.33,52.2,62.8,17.2,9.8,160.93,91,35,8.5,9.4
14149,9946.51,52.6,63.5,14.9,10.2,176.23,91,35,8.5,9.4
14150,9946.48,50.9,60.7,14.3,7.9,188.75,91,377,8.5,9.4
14151,9946.48,55.1,62.9,15.9,9.3,182.08,91,48,8.5,9.4
14152,9946.46,60.9,63.5,15.1,10.8,199.54,91,40,8.5,9.4
14153,9946.44,59.8,63.3,16,15.4,207.03,91,61,8.5,9.4
14154,9946.42,60.8,62.6,16.5,17.2,212.23,91,57,8.5,9.4
14155,9946.41,54.2,62.8,16.3,12.9,180.38,91,55,8.5,9.4
14156,9946.39,60.5,63.1,15.3,12.6,237.03,91,53,8.5,9.4
14157,9946.37,61.1,62.5,17.5,12.9,233.33,91,48,8.5,9.4
14158,9946.35,62.3,62.8,16,14,245.56,91,46,8.5,9.4
14159,9946.34,61.9,63.2,16.3,14.6,230.58,91,44,8.5,9.4
14160,9946.32,63.2,55.7,14.5,15.1,208.95,91,47,8.5,9.4
14161,9946.3,263.2,0.4,1,25.1,-24.53,91,44,8.5,9.4
